epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,21472.2,0.94788,0.58506,0.96603,0.70906,0.73443,0.74492,0.39613,1.5593,1.03464,1.34758,0.000478762,0.000478762,0.000478762
74,21768.8,0.93599,0.5702,0.97019,0.75801,0.72271,0.76363,0.40493,1.55863,0.99886,1.35902,0.000462259,0.000462259,0.000462259
75,22074.1,0.9419,0.57439,0.96753,0.69451,0.75823,0.75151,0.38475,1.61507,1.07568,1.39913,0.000445756,0.000445756,0.000445756
76,22381.7,0.95303,0.57414,0.9673,0.70687,0.74486,0.76536,0.4078,1.56373,0.99043,1.35285,0.000429253,0.000429253,0.000429253
77,22685.1,0.95954,0.57816,0.96137,0.71129,0.72848,0.74848,0.40684,1.53731,1.03172,1.32817,0.000412749,0.000412749,0.000412749
78,22983,0.93648,0.56227,0.9697,0.74879,0.73338,0.77525,0.41627,1.57156,0.99178,1.3567,0.000396246,0.000396246,0.000396246
79,23278.2,0.93221,0.55281,0.95751,0.71176,0.74565,0.75945,0.40551,1.56352,0.99642,1.35884,0.000379743,0.000379743,0.000379743
80,23574.8,0.92931,0.56437,0.96507,0.70823,0.72675,0.73852,0.39544,1.55839,1.06379,1.34788,0.000363239,0.000363239,0.000363239
81,23839.8,0.94216,0.55573,0.96398,0.76377,0.69729,0.75115,0.39695,1.5814,1.04272,1.38507,0.000346736,0.000346736,0.000346736
82,24136.2,0.93763,0.56223,0.9694,0.74357,0.68115,0.7318,0.39085,1.53995,1.10503,1.32664,0.000330233,0.000330233,0.000330233
83,24434.4,0.9222,0.53715,0.95516,0.69937,0.73034,0.74193,0.38167,1.58541,1.08744,1.38044,0.000313729,0.000313729,0.000313729
84,24740.1,0.94607,0.54596,0.96147,0.7491,0.70295,0.76093,0.41115,1.53012,1.01276,1.33252,0.000297226,0.000297226,0.000297226
85,25052.8,0.92709,0.54461,0.94825,0.72237,0.7382,0.75065,0.4079,1.53691,1.03586,1.33094,0.000280723,0.000280723,0.000280723
86,25358.6,0.93479,0.54299,0.9609,0.74158,0.7071,0.74719,0.394,1.57887,1.05417,1.37366,0.00026422,0.00026422,0.00026422
87,25667.6,0.89814,0.52568,0.95243,0.68416,0.75932,0.7416,0.39343,1.58203,1.05601,1.38521,0.000247716,0.000247716,0.000247716
88,25971.3,0.90811,0.52587,0.9466,0.75463,0.72114,0.75423,0.40155,1.55998,1.01589,1.35775,0.000231213,0.000231213,0.000231213
89,26280,0.90775,0.53229,0.94739,0.71224,0.75983,0.75125,0.39687,1.57795,1.03011,1.37638,0.00021471,0.00021471,0.00021471
90,26354.4,0.9005,0.52828,0.95441,0.71691,0.74187,0.74899,0.39816,1.57251,1.05639,1.36899,0.000198206,0.000198206,0.000198206
91,26417.4,0.90584,0.52602,0.95104,0.68835,0.76248,0.7322,0.38588,1.57173,1.1126,1.38491,0.000181703,0.000181703,0.000181703
92,26482.6,0.90666,0.51096,0.9458,0.69511,0.77571,0.74416,0.39157,1.5538,1.08072,1.37639,0.0001652,0.0001652,0.0001652
93,26547.7,0.8835,0.49128,0.94145,0.69306,0.76824,0.73983,0.38834,1.55781,1.07231,1.38817,0.000148696,0.000148696,0.000148696
94,26609.1,0.87963,0.48605,0.94124,0.69765,0.7618,0.74127,0.39177,1.55001,1.05458,1.36358,0.000132193,0.000132193,0.000132193
95,26670.9,0.88044,0.47251,0.93938,0.74561,0.71324,0.73968,0.38794,1.57565,1.03782,1.38208,0.00011569,0.00011569,0.00011569
96,26732.1,0.87807,0.47129,0.93842,0.76573,0.70692,0.74333,0.38908,1.57975,1.03223,1.38902,9.91865e-05,9.91865e-05,9.91865e-05
97,26793.7,0.86483,0.46436,0.92819,0.70651,0.77367,0.74849,0.39351,1.56547,1.01698,1.37636,8.26832e-05,8.26832e-05,8.26832e-05
98,26855.4,0.87152,0.46655,0.94236,0.70943,0.75896,0.74701,0.38811,1.5836,1.03476,1.39428,6.61799e-05,6.61799e-05,6.61799e-05
99,26916.6,0.86921,0.46322,0.93549,0.72504,0.7389,0.74844,0.3905,1.58859,1.02633,1.39645,4.96766e-05,4.96766e-05,4.96766e-05
100,26977.7,0.85402,0.45917,0.92574,0.70851,0.75897,0.74965,0.39369,1.57269,1.02193,1.37897,3.31733e-05,3.31733e-05,3.31733e-05
