epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,674.634,1.14807,0.87154,0.98034,0.71288,0.74001,0.78465,0.42269,1.55086,0.97344,1.21552,0.00125442,0.00125442,0.00125442
27,700.515,1.13615,0.83267,0.9755,0.74005,0.70026,0.76674,0.38612,1.66902,1.00995,1.24635,0.00123791,0.00123791,0.00123791
28,726.912,1.17066,0.86647,0.97871,0.73372,0.68258,0.76791,0.38217,1.6724,0.98739,1.25658,0.00122141,0.00122141,0.00122141
29,752.83,1.13904,0.86623,0.97275,0.65919,0.69131,0.68738,0.3374,1.6459,1.14542,1.24503,0.00120491,0.00120491,0.00120491
30,778.6,1.13637,0.85059,0.97986,0.70526,0.74032,0.76918,0.40382,1.57613,0.97621,1.21832,0.0011884,0.0011884,0.0011884
31,804.48,1.12416,0.84422,0.97493,0.73713,0.66973,0.75678,0.3971,1.57253,1.03724,1.1897,0.0011719,0.0011719,0.0011719
32,830.362,1.1187,0.83008,0.96979,0.69216,0.70822,0.73956,0.39908,1.50148,1.07151,1.16804,0.0011554,0.0011554,0.0011554
33,856.389,1.11205,0.81538,0.96888,0.70489,0.71976,0.75771,0.38384,1.6288,1.00422,1.21298,0.00113889,0.00113889,0.00113889
34,882.206,1.12335,0.81566,0.97307,0.7415,0.69945,0.74921,0.38543,1.61505,0.99747,1.21688,0.00112239,0.00112239,0.00112239
35,908.617,1.11223,0.81462,0.96133,0.71618,0.70042,0.72206,0.34842,1.66493,1.099,1.27599,0.00110589,0.00110589,0.00110589
36,934.506,1.1283,0.82576,0.97309,0.71524,0.70951,0.73445,0.37134,1.62985,1.04304,1.24839,0.00108938,0.00108938,0.00108938
37,960.578,1.09989,0.80257,0.97102,0.70142,0.72339,0.76968,0.40436,1.58072,0.97044,1.2202,0.00107288,0.00107288,0.00107288
38,986.323,1.13023,0.78282,0.97185,0.68955,0.73592,0.76639,0.4168,1.51906,1.01244,1.18222,0.00105638,0.00105638,0.00105638
39,1012.13,1.15192,0.81218,0.97095,0.74021,0.72845,0.75084,0.36763,1.6774,1.02741,1.27058,0.00103987,0.00103987,0.00103987
40,1041.46,1.11489,0.81482,0.96691,0.70674,0.71608,0.72751,0.35535,1.68138,1.0817,1.27902,0.00102337,0.00102337,0.00102337
41,1080.53,1.10674,0.78618,0.96016,0.71022,0.74191,0.77339,0.37993,1.67993,0.95979,1.283,0.00100687,0.00100687,0.00100687
42,1109.88,1.11165,0.80401,0.97201,0.67972,0.75706,0.7868,0.42327,1.54373,0.97665,1.199,0.000990365,0.000990365,0.000990365
43,1137.4,1.09074,0.75923,0.96178,0.64832,0.74549,0.73111,0.38266,1.52157,1.22137,1.18031,0.000973861,0.000973861,0.000973861
44,1164.93,1.09121,0.75631,0.95963,0.73814,0.74113,0.78306,0.40731,1.58539,0.94879,1.23118,0.000957358,0.000957358,0.000957358
45,1192.57,1.07594,0.74734,0.95431,0.70285,0.73035,0.75124,0.40402,1.51261,0.98351,1.18836,0.000940855,0.000940855,0.000940855
46,1219.31,1.08032,0.74303,0.9694,0.7338,0.70952,0.75902,0.41247,1.51542,0.97632,1.18996,0.000924352,0.000924352,0.000924352
47,1246.46,1.07932,0.73853,0.9594,0.73321,0.71159,0.76043,0.38387,1.62696,0.97869,1.25116,0.000907848,0.000907848,0.000907848
48,1274.78,1.0805,0.75181,0.96453,0.70522,0.73935,0.74218,0.37262,1.63783,1.02035,1.26079,0.000891345,0.000891345,0.000891345
49,1302.28,1.0662,0.74413,0.95719,0.70088,0.70503,0.73005,0.37056,1.59967,1.11721,1.25686,0.000874842,0.000874842,0.000874842
50,1330.08,1.07781,0.7321,0.96149,0.69515,0.729,0.73684,0.38833,1.55236,1.0167,1.20851,0.000858338,0.000858338,0.000858338
51,1356.55,1.06001,0.72536,0.95811,0.73364,0.64945,0.72155,0.35947,1.63844,1.08591,1.27897,0.000841835,0.000841835,0.000841835
52,1384.48,1.05874,0.72787,0.95602,0.71586,0.68869,0.74371,0.37354,1.66105,0.98794,1.28273,0.000825332,0.000825332,0.000825332
53,1411.33,1.06054,0.70674,0.95928,0.72969,0.70708,0.76211,0.37803,1.65936,0.99021,1.29453,0.000808828,0.000808828,0.000808828
54,1440.52,1.06032,0.71324,0.95075,0.69117,0.70901,0.73848,0.38754,1.54934,1.02701,1.21386,0.000792325,0.000792325,0.000792325
55,1465.99,1.0671,0.71241,0.95569,0.73678,0.72663,0.76765,0.41813,1.52194,0.9433,1.1923,0.000775822,0.000775822,0.000775822
56,1491.51,1.06002,0.71004,0.9562,0.71155,0.68999,0.7198,0.37781,1.55966,1.09176,1.21079,0.000759318,0.000759318,0.000759318
57,1516.91,1.07817,0.7093,0.95639,0.7725,0.72868,0.79313,0.41339,1.58257,0.91707,1.23576,0.000742815,0.000742815,0.000742815
58,1542.41,1.03382,0.71217,0.94091,0.68155,0.76526,0.75112,0.38656,1.61238,1.00842,1.24645,0.000726312,0.000726312,0.000726312
59,1567.73,1.07532,0.71349,0.95569,0.78176,0.68852,0.7795,0.41823,1.55582,0.93379,1.22456,0.000709809,0.000709809,0.000709809
60,1593.24,1.04769,0.7001,0.94315,0.68084,0.74192,0.76599,0.41003,1.54303,0.95134,1.1997,0.000693305,0.000693305,0.000693305
61,1618.86,1.03947,0.70367,0.94434,0.71831,0.70368,0.74279,0.3761,1.66598,0.97197,1.28772,0.000676802,0.000676802,0.000676802
62,1644.97,1.01155,0.67153,0.94275,0.76525,0.71531,0.77601,0.40236,1.60505,0.93694,1.25061,0.000660299,0.000660299,0.000660299
63,1675.13,1.04186,0.67531,0.94873,0.74,0.67702,0.73491,0.38531,1.59931,1.05786,1.23878,0.000643795,0.000643795,0.000643795
64,1702.64,1.02122,0.65587,0.93271,0.71247,0.72293,0.77442,0.40819,1.60382,0.95501,1.25492,0.000627292,0.000627292,0.000627292
65,1729.64,1.01409,0.66084,0.93451,0.64808,0.77582,0.74872,0.39287,1.57826,1.02296,1.23865,0.000610789,0.000610789,0.000610789
66,1756.78,1.0106,0.6621,0.94917,0.74729,0.70135,0.78073,0.40913,1.59595,0.9129,1.23284,0.000594286,0.000594286,0.000594286
67,1783.56,1.02974,0.67268,0.94351,0.66928,0.74801,0.73401,0.3854,1.57398,1.01191,1.24372,0.000577782,0.000577782,0.000577782
68,1810.11,1.00602,0.65996,0.93982,0.70228,0.72719,0.7597,0.3999,1.58347,0.9486,1.24083,0.000561279,0.000561279,0.000561279
69,1838.74,1.00804,0.6427,0.93646,0.73022,0.68851,0.73192,0.39153,1.53911,1.04189,1.21816,0.000544776,0.000544776,0.000544776
70,1866.47,0.98951,0.63938,0.93559,0.75256,0.73734,0.78584,0.41491,1.5677,0.94992,1.22918,0.000528272,0.000528272,0.000528272
71,1893.09,1.00257,0.6374,0.94162,0.7372,0.70891,0.75407,0.39791,1.5793,1.02013,1.2465,0.000511769,0.000511769,0.000511769
72,1919.99,1.01999,0.6673,0.93355,0.71966,0.73943,0.78078,0.40798,1.59056,0.93853,1.25555,0.000495266,0.000495266,0.000495266
73,1947.28,1.00018,0.64288,0.93164,0.74293,0.70887,0.74529,0.38777,1.57169,1.01471,1.23633,0.000478762,0.000478762,0.000478762
74,1975.34,0.98536,0.62734,0.93418,0.73877,0.72955,0.76935,0.40473,1.58495,0.95453,1.24248,0.000462259,0.000462259,0.000462259
75,2003.18,0.99437,0.6404,0.93474,0.71261,0.74214,0.7559,0.37983,1.63696,1.04531,1.277,0.000445756,0.000445756,0.000445756
76,2030.35,0.99819,0.64247,0.93145,0.71415,0.74058,0.76467,0.39114,1.62216,0.96303,1.26949,0.000429253,0.000429253,0.000429253
77,2058.36,1.01852,0.63812,0.93117,0.71826,0.73741,0.75867,0.4062,1.55293,0.96184,1.22312,0.000412749,0.000412749,0.000412749
78,2085.61,0.98107,0.61925,0.93427,0.71689,0.73848,0.7796,0.4094,1.60241,0.9531,1.26496,0.000396246,0.000396246,0.000396246
79,2111.97,0.97941,0.61011,0.92331,0.73309,0.72776,0.77983,0.41695,1.55069,0.92783,1.22073,0.000379743,0.000379743,0.000379743
80,2138.7,0.98057,0.61244,0.93175,0.69997,0.71164,0.72479,0.37972,1.5863,1.07591,1.24849,0.000363239,0.000363239,0.000363239
81,2164.99,0.99998,0.61969,0.93456,0.74121,0.70912,0.77028,0.4092,1.54964,0.98355,1.23237,0.000346736,0.000346736,0.000346736
82,2191.27,0.98418,0.61349,0.9367,0.72743,0.72068,0.75415,0.40403,1.54723,1.01629,1.22413,0.000330233,0.000330233,0.000330233
83,2217.91,0.97672,0.59824,0.92413,0.72345,0.72326,0.74969,0.38476,1.60051,1.01229,1.26482,0.000313729,0.000313729,0.000313729
84,2244.28,1.00269,0.61369,0.93155,0.71579,0.75434,0.7738,0.41825,1.53235,0.94935,1.21316,0.000297226,0.000297226,0.000297226
85,2271.11,0.98944,0.61089,0.92116,0.73366,0.71131,0.75186,0.39075,1.59572,1.04434,1.25451,0.000280723,0.000280723,0.000280723
86,2297.73,0.97919,0.60534,0.92716,0.73846,0.73203,0.77298,0.40829,1.57073,0.95382,1.23538,0.00026422,0.00026422,0.00026422
87,2324.06,0.94771,0.58497,0.92673,0.69466,0.7603,0.76967,0.40485,1.58078,0.92674,1.25348,0.000247716,0.000247716,0.000247716
88,2352.28,0.9648,0.58063,0.92363,0.68984,0.75417,0.74053,0.39147,1.56001,1.00474,1.23337,0.000231213,0.000231213,0.000231213
89,2388.05,0.96174,0.58726,0.91982,0.7117,0.7411,0.75175,0.38837,1.6006,0.9689,1.26706,0.00021471,0.00021471,0.00021471
90,2414.15,0.95165,0.58645,0.92638,0.73107,0.71845,0.74696,0.38983,1.56201,0.998,1.23826,0.000198206,0.000198206,0.000198206
91,2439.1,0.96534,0.5951,0.92491,0.72302,0.69686,0.70973,0.36522,1.59905,1.1371,1.26495,0.000181703,0.000181703,0.000181703
92,2464.62,0.959,0.57748,0.91296,0.70211,0.72915,0.71724,0.36656,1.5822,1.1221,1.26855,0.0001652,0.0001652,0.0001652
93,2489.1,0.92912,0.54783,0.91245,0.70033,0.73704,0.73345,0.37449,1.58888,1.06988,1.28096,0.000148696,0.000148696,0.000148696
94,2513.42,0.92737,0.54342,0.90694,0.74121,0.70375,0.73001,0.37681,1.57166,1.08332,1.26055,0.000132193,0.000132193,0.000132193
95,2537.79,0.93436,0.53729,0.90643,0.75133,0.70934,0.74828,0.38177,1.60461,1.01149,1.28411,0.00011569,0.00011569,0.00011569
96,2562.29,0.92875,0.53816,0.90859,0.77829,0.69316,0.7548,0.38656,1.6024,1.00377,1.28312,9.91865e-05,9.91865e-05,9.91865e-05
97,2586.65,0.91708,0.52849,0.90268,0.76971,0.69316,0.75796,0.39277,1.58156,0.98318,1.26965,8.26832e-05,8.26832e-05,8.26832e-05
98,2611.19,0.92348,0.53193,0.91046,0.76501,0.69551,0.76123,0.39237,1.58635,0.98013,1.27057,6.61799e-05,6.61799e-05,6.61799e-05
99,2636.01,0.92195,0.52304,0.90529,0.71184,0.74449,0.76251,0.39212,1.59344,0.97328,1.27243,4.96766e-05,4.96766e-05,4.96766e-05
100,2660.36,0.91076,0.51733,0.89855,0.76512,0.69353,0.75613,0.38772,1.5982,0.98737,1.27329,3.31733e-05,3.31733e-05,3.31733e-05
